ID,adj.P.Val,P.Value,logFC,GB_ACC
Cit.5026.1.S1_at,0.7023348,0.579,-0.2039868,CF832851
Cit.19161.1.S1_at,0.7023348,0.579,0.2800407,CX302837
Cit.37941.1.S1_at,0.7023348,0.579,-0.0629436,CF504148
Cit.37752.1.S1_at,0.7023348,0.579,0.4699623,CF419905
Cit.4087.1.S1_at,0.7023348,0.579,-0.0437005,CX047301
Cit.9259.1.S1_s_at,0.7023348,0.579,0.0412477,CV705714
Cit.4183.1.S1_s_at,0.7023348,0.579,0.1520734,CX048462
Cit.3795.1.S1_at,0.7023348,0.579,-0.0755933,DN619890
Cit.7304.1.S1_at,0.7023348,0.579,-0.816239,CX075724
Cit.27026.1.S1_at,0.7023348,0.579,0.3351289,CV716975
Cit.24040.1.S1_at,0.7023348,0.579,0.1780885,CD573644
Cit.2631.1.S1_at,0.7023348,0.579,0.0589118,CX047454
Cit.25770.1.S1_at,0.702399,0.579,0.3872999,CB290692
Cit.24140.1.S1_at,0.7024446,0.579,-0.3589507,CD575142
Cit.19166.1.S1_at,0.7024446,0.579,-0.5463308,CX302857
Cit.24924.1.S1_at,0.7024446,0.579,0.4493378,CO912669
Cit.18764.1.S1_at,0.7024886,0.579,-0.5000545,CX300876
Cit.37664.1.S1_at,0.7025604,0.579,0.7380624,CF418635
Cit.20701.1.S1_x_at,0.7026495,0.579,-0.0883274,DN797760
Cit.27869.1.S1_at,0.7028794,0.579,0.6829539,CX078325
Cit.16300.1.S1_at,0.7028794,0.579,0.0810493,CX070424
Cit.186.1.S1_at,0.7029739,0.579,0.4582143,CX663415
Cit.39640.1.S1_at,0.7030391,0.58,-0.0686465,DN799335
Cit.27446.1.S1_at,0.7031582,0.58,0.071874,CX073107
Cit.33657.1.S1_at,0.7032516,0.58,0.2913917,CX301690
Cit.27784.1.S1_at,0.7033199,0.58,-0.650941,CX675463
Cit.9283.1.S1_s_at,0.7033199,0.58,-0.083786,CN183785
Cit.249.1.S1_at,0.703324,0.58,-0.1574142,CF830581
Cit.26364.1.S1_at,0.7033287,0.58,-0.3701061,CV887019
Cit.31543.1.S1_at,0.7034394,0.58,-0.1915018,CX293863
Cit.19615.1.S1_at,0.7034394,0.58,0.0793956,CK938946
Cit.22489.1.S1_at,0.7034519,0.58,0.1455506,CB293132
Cit.25803.1.S1_at,0.7034556,0.58,-0.0914767,CB291458
Cit.25503.1.S1_at,0.7034556,0.58,-0.1376306,CX667742
Cit.31122.1.S1_at,0.703713,0.58,0.3255637,CF419188
Cit.37242.1.S1_at,0.7039723,0.581,0.6871917,BQ623780
Cit.14833.1.S1_at,0.7040847,0.581,-0.0504978,CV886240
Cit.6119.1.S1_at,0.7040847,0.581,1.0459216,CX305979
Cit.26628.1.S1_at,0.7041221,0.581,0.144728,CN191867
Cit.3833.1.S1_at,0.7042668,0.581,0.0591682,CX639834
Cit.25704.1.S1_at,0.7042668,0.581,-0.1812094,CF830327
Cit.10558.1.S1_x_at,0.7042668,0.581,0.8603917,CD574378
Cit.12186.1.S1_at,0.7042668,0.581,0.5233147,CX072663
Cit.29938.1.S1_at,0.7043155,0.581,-0.3641192,CX643370
Cit.23907.1.S1_at,0.7043312,0.581,-0.6722375,CV708528
Cit.31397.1.S1_s_at,0.7044801,0.581,-0.0512896,CK935526
Cit.23644.1.S1_at,0.7044943,0.581,-0.2187674,CV704738
Cit.12371.1.S1_at,0.7045248,0.581,-0.4648347,CX667546
Cit.18577.1.S1_at,0.7045248,0.581,-0.7133582,CX296158
Cit.14994.1.S1_at,0.7045787,0.581,-0.1287673,CX637114
Cit.29860.1.S1_at,0.7045787,0.581,0.118414,CF503923
Cit.38187.1.S1_at,0.704601,0.581,-0.1287885,CF506185
Cit.13845.1.S1_at,0.7046851,0.582,0.0631106,CD575155
Cit.16624.1.S1_at,0.704747,0.582,-0.0803535,CX297956
Cit.13876.1.S1_at,0.7048053,0.582,0.6796809,CX663704
Cit.33558.1.S1_at,0.704882,0.582,0.5588396,CX301261
Cit.1642.1.S1_at,0.7049725,0.582,-0.4525915,CV885791
Cit.35929.1.S1_at,0.7050326,0.582,0.1187341,CF828442
Cit.10725.1.S1_at,0.7051199,0.582,-0.8028518,CV707390
Cit.17824.1.S1_x_at,0.7051199,0.582,-0.0569629,CK933021
Cit.16630.1.S1_at,0.7051199,0.582,0.8875228,CV718884
Cit.7133.1.S1_at,0.7052561,0.582,0.3886345,CX639169
Cit.37053.1.S1_at,0.7052669,0.582,-0.3048184,CX637169
Cit.19097.1.S1_at,0.7052669,0.582,-0.4918928,CX302387
Cit.24930.1.S1_at,0.7052669,0.582,-0.0758098,CF417284
Cit.25372.1.S1_at,0.7054165,0.582,0.7039144,DN625795
Cit.20333.1.S1_s_at,0.7054356,0.583,0.0363699,CX673969
Cit.19247.1.S1_at,0.7054356,0.583,-0.504667,CX303350
Cit.13712.1.S1_s_at,0.7055175,0.583,-0.0568585,CN181837
Cit.21860.1.S1_at,0.7055175,0.583,-0.2435423,CB304539
Cit.22862.1.S1_at,0.7055338,0.583,-0.0313044,CN189161
Cit.23227.1.S1_at,0.7057291,0.583,-0.0824493,CX077643
Cit.18147.1.S1_at,0.705894,0.583,0.0665253,CK937561
Cit.1332.1.S1_s_at,0.7059647,0.583,0.0327746,CK932927
Cit.33881.1.S1_at,0.7060021,0.583,0.6253417,CX302746
Cit.39719.1.S1_s_at,0.7061946,0.583,-0.0369524,CV706569
Cit.16255.1.S1_at,0.7061946,0.583,-0.0514542,CX308153
Cit.24621.1.S1_s_at,0.7065052,0.584,0.0695616,CX635947
Cit.23612.1.S1_x_at,0.7065092,0.584,0.1310116,CV704468
Cit.37293.1.S1_at,0.7066301,0.584,-0.0771106,BQ624534
Cit.3700.1.S1_at,0.7066887,0.584,0.5818474,CV706185
Cit.24498.1.S1_at,0.7067062,0.584,-0.1016789,CX545812
Cit.13052.1.S1_at,0.7067507,0.584,0.2330401,CX053683
Cit.6153.1.S1_at,0.7068164,0.584,-0.0656606,CX070951
Cit.15186.1.S1_at,0.7072951,0.584,0.0531035,DN619454
Cit.3011.1.S1_at,0.7072951,0.584,0.7759604,CD575328
Cit.23999.1.S1_x_at,0.7073,0.585,0.8262149,CV711082
Cit.16597.1.S1_at,0.707377,0.585,-0.1980872,CX640329
Cit.7932.1.S1_at,0.7076422,0.585,-0.3784047,CX639498
Cit.5720.1.S1_at,0.7078278,0.585,0.3632527,CX071120
Cit.36624.1.S1_at,0.7080134,0.585,-0.427217,CX053988
Cit.33915.1.S1_at,0.7080134,0.585,0.6738578,CX302914
Cit.7157.1.S1_at,0.7080438,0.585,0.0463857,DN625046
Cit.18567.1.S1_at,0.7080724,0.585,0.1435711,CX295826
Cit.7953.1.S1_at,0.7083229,0.586,0.3015925,CX640214
Cit.6770.1.S1_at,0.7083229,0.586,-0.7832504,CN182845
Cit.32347.1.S1_at,0.7083383,0.586,-0.6284715,CX290805
Cit.32292.1.S1_at,0.7083383,0.586,-0.7761262,CX290276
Cit.1409.1.S1_at,0.7083383,0.586,-0.1519678,DN797309
Cit.28038.1.S1_at,0.7083567,0.586,-0.0767197,CX672456
Cit.20132.1.S1_s_at,0.7083567,0.586,0.2118751,CB292616
Cit.5745.1.S1_s_at,0.7083567,0.586,0.2172527,CX635606
Cit.9545.1.S1_s_at,0.708396,0.586,0.0340918,CX673990
Cit.17546.1.S1_at,0.7084724,0.586,0.0720049,CK702035
Cit.16028.1.S1_at,0.7086164,0.586,-0.2890002,CX047141
Cit.35048.1.S1_at,0.7087387,0.586,-0.1470892,
Cit.15225.1.S1_at,0.7088622,0.586,0.1617246,CX076775
Cit.6973.1.S1_at,0.7090792,0.586,0.9356021,CV713842
Cit.25093.1.S1_at,0.7090946,0.587,0.1627719,CX306475
Cit.4049.1.S1_s_at,0.7091615,0.587,-0.0424792,CX675609
Cit.4411.1.S1_s_at,0.7091995,0.587,-0.0545365,CV708709
Cit.29529.1.S1_at,0.7092108,0.587,-0.0700302,CF508429
Cit.2564.1.S1_at,0.7092247,0.587,-0.0586424,CF833154
Cit.15493.1.S1_at,0.7094259,0.587,-0.4443553,CX664295
Cit.34121.1.S1_at,0.7094259,0.587,-0.3399781,CX304593
Cit.23208.1.S1_s_at,0.7094277,0.587,-0.0944628,CX076594
Cit.25314.1.S1_at,0.7094277,0.587,-0.8693071,DN624721
Cit.27439.1.S1_at,0.7094515,0.587,0.9396938,CX073018
Cit.11112.1.S1_s_at,0.7094515,0.587,-0.0517611,CV709176
Cit.5531.1.S1_at,0.7097397,0.587,0.0937051,CK934284
Cit.33856.1.S1_at,0.7098008,0.587,0.7386284,CX302654
Cit.29532.1.S1_s_at,0.7098327,0.587,-0.1913669,CK932903
Cit.12556.1.S1_at,0.7099417,0.588,-0.6728003,CX542650
Cit.15334.1.S1_at,0.7100324,0.588,0.0769547,CX298161
Cit.19243.1.S1_at,0.7100819,0.588,-0.763781,CX303312
Cit.25518.1.S1_at,0.7101499,0.588,0.2793491,CX668361
Cit.17885.1.S1_x_at,0.7102909,0.588,-0.0413306,CX292753
Cit.27911.1.S1_s_at,0.7103471,0.588,-0.2575101,CX049122
Cit.25800.1.S1_at,0.7103662,0.588,-0.3986462,CB291412
Cit.21419.1.S1_at,0.7103662,0.588,-0.0523691,
Cit.23663.1.S1_at,0.7103662,0.588,0.1065151,CV705018
Cit.22629.1.S1_s_at,0.7106146,0.588,0.0614197,CF836448
Cit.8587.1.S1_s_at,0.7110185,0.589,0.1278901,CX638234
Cit.38413.1.S1_at,0.7110383,0.589,0.0888459,CF508184
Cit.5701.1.S1_at,0.7110745,0.589,-0.0990308,DN617780
Cit.12968.1.S1_at,0.7110745,0.589,-0.052934,CB304382
Cit.7118.1.S1_at,0.7110745,0.589,0.0810613,CX078323
Cit.28332.1.S1_at,0.7110856,0.589,-0.0415601,DN621393
Cit.29959.1.S1_at,0.7112628,0.589,-0.0576587,CX289495
Cit.7721.1.S1_at,0.711276,0.589,0.8680899,CX636447
Cit.25069.1.S1_at,0.711283,0.589,0.123176,CX305386
Cit.13800.1.S1_s_at,0.7113382,0.589,0.0446131,CB292996
Cit.24751.1.S1_x_at,0.7113382,0.589,-0.206169,CX639759
Cit.9271.1.S1_s_at,0.7113382,0.589,0.047591,CF834461
Cit.15975.1.S1_at,0.7113382,0.589,0.0427682,CX668056
Cit.33541.1.S1_at,0.7113382,0.589,0.7576948,CX301229
Cit.22307.1.S1_at,0.7113382,0.589,-0.6528669,CX671057
Cit.7758.1.S1_at,0.7113382,0.589,-0.291423,CV713388
Cit.16487.1.S1_at,0.7115945,0.59,-0.4001781,CX670121
Cit.3860.1.S1_s_at,0.7116022,0.59,-0.0503464,CX675182
Cit.24053.1.S1_at,0.7116405,0.59,-0.0772166,CD574714
Cit.23357.1.S1_at,0.7117121,0.59,-0.0826009,CX671687
Cit.20590.1.S1_at,0.7118906,0.59,-0.0661996,CK701967
Cit.32087.1.S1_at,0.7118906,0.59,0.6288079,CX288523
Cit.18906.1.S1_at,0.7119096,0.59,-1.0230359,CX301522
Cit.4947.1.S1_at,0.7119279,0.59,0.0503238,DN621855
Cit.16036.1.S1_at,0.7119279,0.59,0.0342437,CX044202
Cit.29810.1.S1_at,0.7119279,0.59,0.0580051,CX294487
Cit.21783.1.S1_at,0.7120455,0.59,0.9577657,CX306827
Cit.15575.1.S1_at,0.7122038,0.59,0.0573444,CF836334
Cit.8088.1.S1_x_at,0.7125351,0.591,0.1869339,CX642117
Cit.28797.1.S1_at,0.7126874,0.591,-0.7658796,CD576575
Cit.14194.1.S1_at,0.7126874,0.591,0.0466681,CX665295
Cit.27153.1.S1_at,0.7127448,0.591,0.6868707,CV718613
Cit.30900.1.S1_s_at,0.7127448,0.591,0.0523917,CX074105
Cit.23102.1.S1_at,0.7127448,0.591,-0.4532663,CV719537
Cit.13402.1.S1_s_at,0.7128575,0.591,-0.0311997,CB291823
Cit.28576.1.S1_s_at,0.7128728,0.591,-0.029486,CV709958
Cit.26859.1.S1_at,0.7128728,0.591,-0.6026157,CV714855
Cit.39792.1.S1_at,0.7128728,0.591,0.0991197,BQ623885
Cit.30032.1.S1_at,0.7128728,0.591,0.5894727,DN619131
Cit.31311.1.S1_at,0.7128728,0.591,-0.3051781,CK701582
Cit.21802.1.S1_x_at,0.7129668,0.591,-0.6342058,CX307381
Cit.34566.1.S1_s_at,0.713113,0.591,-0.0361434,CX307760
Cit.13337.1.S1_at,0.7132377,0.592,-0.0735982,DN622069
Cit.36519.1.S1_at,0.713284,0.592,-0.3016456,CX076518
Cit.20128.1.S1_at,0.7133526,0.592,-0.1878466,CB292117
Cit.20255.1.S1_x_at,0.7133618,0.592,-0.2256692,CV717021
Cit.21712.1.S1_at,0.7133714,0.592,0.8578275,CX305118
Cit.24717.1.S1_at,0.7133967,0.592,0.5643467,CX638637
Cit.1506.1.S1_at,0.7135071,0.592,-0.0760223,CB292637
Cit.24444.1.S1_at,0.7136017,0.592,-0.4586574,CX544771
Cit.17990.1.S1_s_at,0.7137205,0.592,0.05058,CX303677
Cit.6393.1.S1_at,0.713736,0.592,-0.1763173,CX543744
Cit.26875.1.S1_at,0.7137949,0.592,0.7228499,CV715077
Cit.14913.1.S1_at,0.7137949,0.592,0.3496249,CX043703
Cit.31137.1.S1_at,0.7137949,0.592,0.6963521,CF418509
Cit.15127.1.S1_at,0.7137949,0.592,0.2025525,CX642271
Cit.16404.1.S1_at,0.7137949,0.592,0.1152943,CD575625
Cit.21391.1.S1_at,0.7137949,0.592,0.0870138,CB611110
Cit.27180.1.S1_at,0.7138027,0.592,-0.2232292,CV719109
Cit.18751.1.S1_at,0.7138027,0.592,0.1288834,CX300747
Cit.23284.1.S1_x_at,0.7138027,0.592,0.3204971,CX048134
Cit.15192.1.S1_s_at,0.7138373,0.592,-0.0532617,CX545653
Cit.18682.1.S1_x_at,0.7141338,0.593,0.6318781,CX299134
Cit.27361.1.S1_at,0.7141338,0.593,-0.5636129,CX071440
Cit.23212.1.S1_at,0.7144613,0.593,-0.8060883,CX076730
Cit.29031.1.S1_at,0.7144788,0.593,-0.1923932,CX638211
Cit.33814.1.S1_at,0.7145327,0.593,-0.7853899,CX302406
Cit.15296.1.S1_at,0.7146896,0.593,-0.8799173,CX306238
Cit.34645.1.S1_at,0.7146896,0.593,-0.0917228,CX308087
Cit.21363.1.S1_at,0.7146896,0.593,0.3391342,
Cit.19877.1.S1_at,0.7146896,0.593,-0.5632804,CK934086
Cit.24998.1.S1_at,0.7146896,0.593,-0.3892649,CX288520
Cit.6658.1.S1_at,0.7146896,0.593,0.3095887,CV884320
Cit.32173.1.S1_at,0.7146896,0.593,-0.0991555,CX290662
Cit.23913.1.S1_x_at,0.7146896,0.594,0.8226949,CV708767
Cit.20804.1.S1_at,0.7146896,0.594,0.0507406,DN957708
Cit.22076.1.S1_s_at,0.7146896,0.594,-0.0381859,DN624600
Cit.16665.1.S1_x_at,0.7148159,0.594,0.066074,CX048258
Cit.8813.1.S1_at,0.7148223,0.594,0.1215259,CX642952
Cit.3169.1.S1_s_at,0.7149082,0.594,0.0311576,CX671815
Cit.28144.1.S1_at,0.7149536,0.594,0.0717827,CX674854
Cit.28586.1.S1_x_at,0.7150389,0.594,0.1778637,CV710020
Cit.33840.1.S1_at,0.7150389,0.594,-0.5724032,CX302589
CitAffx.24.1.S1_s_at,0.7150389,0.594,0.5782425,
Cit.27003.1.S1_at,0.7151293,0.594,0.5617453,CV716652
Cit.1020.1.S1_at,0.7152218,0.594,-0.1345043,CN191168
Cit.16284.1.S1_at,0.7152713,0.594,-0.7263814,CX644356
Cit.359.1.S1_s_at,0.7152727,0.594,-0.0398556,CV884605
Cit.27379.1.S1_at,0.7152727,0.594,-0.4937047,CX071822
Cit.40525.1.S1_at,0.7152856,0.594,-0.0616714,
Cit.20046.1.S1_x_at,0.7152856,0.594,-0.1421159,DN622003
Cit.5831.1.S1_at,0.715363,0.594,0.0514686,CX665670
Cit.10561.1.S1_s_at,0.7153666,0.594,0.0586249,CB292446
Cit.9672.1.S1_s_at,0.7154317,0.595,0.3572613,CV717371
Cit.15929.1.S1_at,0.7157006,0.595,-0.3756014,CX644935
Cit.21868.1.S1_at,0.7157568,0.595,-0.4462724,CB304854
Cit.26879.1.S1_at,0.715805,0.595,0.4859673,CV715132
Cit.99.1.S1_s_at,0.7159967,0.595,-0.0356727,CF833140
Cit.4193.1.S1_at,0.7160595,0.595,-0.6114438,CX545837
Cit.5738.1.S1_at,0.7161213,0.595,-0.1303839,CV705756
Cit.32832.1.S1_at,0.7161961,0.595,-0.2138411,CX295005
Cit.27762.1.S1_at,0.7163746,0.596,0.4117366,CX675212
Cit.40416.1.S1_s_at,0.7163746,0.596,0.0329141,CK938187
Cit.14896.1.S1_at,0.7164615,0.596,0.2143016,CV712340
Cit.8317.1.S1_s_at,0.7165466,0.596,0.0345143,CX048027
Cit.1755.1.S1_s_at,0.7165466,0.596,0.0364191,CX043560
Cit.10758.1.S1_at,0.7165466,0.596,0.0858561,CN183377
Cit.10228.1.S1_s_at,0.7166848,0.596,-0.0334222,CX665225
Cit.8001.1.S1_s_at,0.7166848,0.596,-0.0465765,CX665777
Cit.30884.1.S1_at,0.7166848,0.596,-0.0608897,CX293035
Cit.7197.1.S1_at,0.7166848,0.596,0.302442,CX640220
Cit.37685.1.S1_at,0.7166848,0.596,0.2439364,CF419009
Cit.174.1.S1_at,0.7166875,0.596,0.0669436,CB291997
Cit.38681.1.S1_at,0.7167833,0.596,-0.5343053,CK665679
Cit.7109.1.S1_at,0.7167869,0.596,0.8633608,CX644817
Cit.7750.1.S1_at,0.7167975,0.596,-0.389679,CV714362
Cit.25048.1.S1_at,0.7168415,0.596,-0.7045872,CX301435
Cit.22017.1.S1_at,0.7168441,0.596,-0.10525,DN623283
Cit.27209.1.S1_at,0.7172508,0.597,-0.6382097,CV719512
Cit.30396.1.S1_at,0.7172508,0.597,0.7163332,CX305475
Cit.31274.1.S1_at,0.7172508,0.597,0.0580643,CF504192
Cit.19232.1.S1_at,0.7172508,0.597,0.9293883,CX303252
Cit.32047.1.S1_at,0.7174203,0.597,0.5948156,CX288105
Cit.24683.1.S1_at,0.7174958,0.597,-0.0989145,CX638000
Cit.6617.1.S1_at,0.7174958,0.597,0.055539,CX071954
Cit.28197.1.S1_at,0.7174958,0.597,-0.2671991,DN617971
Cit.19963.1.S1_s_at,0.7174958,0.597,0.0632502,CK940051
Cit.3285.1.S1_s_at,0.7176238,0.597,-0.0778372,CV885260
Cit.10677.1.S1_s_at,0.7177159,0.597,-0.0409155,CF509538
Cit.11900.1.S1_at,0.7177592,0.597,0.495525,CX642284
Cit.37848.1.S1_s_at,0.7180008,0.598,-0.078583,CF421001
Cit.16835.1.S1_at,0.7183048,0.598,0.0541974,DN621490
Cit.3936.1.S1_at,0.7184151,0.598,0.1033045,CX293354
Cit.21854.1.S1_at,0.7184151,0.598,0.0400325,CB304442
Cit.29771.1.S1_at,0.7184202,0.598,0.0706294,CX675469
Cit.10328.1.S1_at,0.7184202,0.598,0.8160633,CF838317
Cit.10909.1.S1_at,0.7184527,0.598,-0.5626025,CV718424
Cit.25732.1.S1_at,0.7185189,0.598,0.1634038,CF831084
Cit.21219.1.S1_at,0.7185189,0.598,0.2553582,
Cit.9979.1.S1_s_at,0.7185303,0.598,0.0460209,CV712897
Cit.37581.1.S1_at,0.7186284,0.598,-0.6843287,CF417672
Cit.20440.1.S1_at,0.7188332,0.598,-0.3447712,CX640672
Cit.22508.1.S1_at,0.7189493,0.599,0.0888739,CB293898
Cit.2021.1.S1_at,0.7190527,0.599,-0.6677301,CX664316
Cit.38230.1.S1_at,0.7194009,0.599,-0.4730535,CF506605
Cit.28635.1.S1_at,0.7194009,0.599,0.2421852,CV710628
Cit.33651.1.S1_at,0.7194944,0.599,-0.5649443,CX301648
Cit.29229.1.S1_at,0.7196551,0.599,-0.1027449,CX644755
Cit.25690.1.S1_at,0.7196629,0.599,0.1892494,CF830053
RPTR-Cit-U89963-1_at,0.7196747,0.599,0.2144365,
Cit.31410.1.S1_at,0.719749,0.599,-0.2581078,CF418786
Cit.27594.1.S1_at,0.7197578,0.6,0.5715731,CX075628
Cit.11874.1.S1_s_at,0.7199467,0.6,0.1862619,CX072852
Cit.21059.1.S1_s_at,0.7199742,0.6,0.0804537,DN799010
Cit.5904.1.S1_at,0.7200994,0.6,-0.1234121,CX543169
Cit.19549.1.S1_at,0.7201174,0.6,0.0873055,CK936155
Cit.19892.1.S1_at,0.7201359,0.6,0.0907775,CK933936
Cit.34715.1.S1_at,0.720222,0.6,0.9782844,CX308445
Cit.9170.1.S1_at,0.7202936,0.6,-0.2359759,CX078078
Cit.21503.1.S1_at,0.7202936,0.6,-0.7594555,DN796752
Cit.629.1.S1_s_at,0.7203013,0.6,-0.3319348,CX643549
Cit.31094.1.S1_at,0.7203013,0.6,0.0515834,DN797104
Cit.34915.1.S1_at,0.720492,0.6,0.5147317,C81748
Cit.18809.1.S1_at,0.7210455,0.601,0.6133069,CX301139
Cit.18603.1.S1_at,0.7211466,0.601,0.0652732,CX297677
Cit.17462.1.S1_at,0.72123,0.601,-0.1331649,CX644234
Cit.27511.1.S1_at,0.7213555,0.601,0.450824,CX074241
Cit.27005.1.S1_at,0.7213555,0.601,0.106625,CV716661
Cit.26991.1.S1_at,0.7213555,0.601,0.2780536,CV716519
Cit.14685.1.S1_s_at,0.7213798,0.601,-0.0612166,CK936162
Cit.20402.1.S1_at,0.7213798,0.601,0.0411435,CX637253
Cit.27280.1.S1_at,0.7214088,0.601,0.1651431,CX069926
Cit.36470.1.S1_at,0.721577,0.602,-0.6401207,CX074309
Cit.1358.1.S1_at,0.7217153,0.602,0.0383327,CN182821
Cit.950.1.S1_s_at,0.7218267,0.602,0.0334552,CX664023
Cit.27688.1.S1_at,0.7219543,0.602,-0.3111868,CX076931
Cit.22903.1.S1_x_at,0.7219938,0.602,0.7018134,CN191310
Cit.22290.1.S1_at,0.7220457,0.602,0.0931623,CX670199
Cit.24741.1.S1_at,0.7220972,0.602,-0.8294644,CX639431
Cit.26761.1.S1_at,0.7220972,0.602,0.7703623,CV713102
Cit.14431.1.S1_s_at,0.7220972,0.602,-0.0547939,CX674348
Cit.17677.1.S1_at,0.7223566,0.602,-0.1247769,CK935947
Cit.7788.1.S1_at,0.7223921,0.602,-0.6870152,CV713202
Cit.28339.1.S1_at,0.7225174,0.603,-0.0512714,DN621508
Cit.1446.1.S1_s_at,0.7226222,0.603,-0.0455532,CX076347
Cit.2847.1.S1_s_at,0.7226222,0.603,-0.4253716,CV719904
Cit.31934.1.S1_at,0.7226265,0.603,0.7883273,CX287182
Cit.31559.1.S1_at,0.7227081,0.603,-0.5084917,AB110638
Cit.25241.1.S1_at,0.7228455,0.603,-0.0644436,DN623328
Cit.10512.1.S1_at,0.7228521,0.603,0.568686,CX638756
Cit.7532.1.S1_at,0.7229309,0.603,-0.2847443,CX076390
Cit.26226.1.S1_s_at,0.7230746,0.603,0.0326138,CN183552
Cit.13406.1.S1_at,0.7231295,0.603,-0.2875671,CX645045
Cit.16853.1.S1_s_at,0.7232785,0.603,0.0699994,CF830615
Cit.7836.1.S1_at,0.723376,0.604,0.1741194,CX070496
Cit.7873.1.S1_at,0.7233848,0.604,-0.2187107,CF834735
Cit.32876.1.S1_at,0.72343,0.604,-0.4262755,CX295330
Cit.37688.1.S1_at,0.7234384,0.604,-0.2011961,CF419030
Cit.24176.1.S1_at,0.7234827,0.604,0.7631496,CD576164
Cit.7256.1.S1_at,0.7234827,0.604,0.1389432,CX077516
Cit.24259.1.S1_at,0.7234827,0.604,-0.6353319,CD574183
Cit.20741.1.S1_at,0.7234827,0.604,-0.0542199,DN798033
Cit.21303.1.S1_at,0.7237512,0.604,0.1291692,CX672324
Cit.22358.1.S1_at,0.7237512,0.604,-0.1134954,CF831254
Cit.25297.1.S1_at,0.7237512,0.604,-0.7185129,DN624437
Cit.27770.1.S1_at,0.7237512,0.604,-0.5066464,CX675339
Cit.19780.1.S1_at,0.7237714,0.604,-0.0869257,CK937139
Cit.7670.1.S1_at,0.7237714,0.604,-0.6129117,CX640166
Cit.2486.1.S1_at,0.7237714,0.604,-0.1270281,CV886374
Cit.27677.1.S1_at,0.7238134,0.604,0.134873,CX076809
Cit.7349.1.S1_at,0.7238315,0.604,-0.1254216,CX074986
Cit.22431.1.S1_s_at,0.7238315,0.604,-0.0702299,CB291390
Cit.12603.1.S1_x_at,0.7239286,0.604,-0.7726111,CV716916
Cit.25010.1.S1_at,0.7239849,0.605,-0.3474942,CX290537
Cit.34265.1.S1_at,0.7240749,0.605,-0.337221,CX306657
Cit.16412.1.S1_at,0.7240749,0.605,0.2622101,CV717102
Cit.1884.1.S1_at,0.7240749,0.605,0.0327099,CV718525
Cit.29991.1.S1_at,0.7241778,0.605,-0.2163691,CX289257
Cit.19054.1.S1_at,0.7241778,0.605,0.6873666,CX302169
Cit.13340.1.S1_at,0.7241778,0.605,0.1741526,DN796900
Cit.28581.1.S1_s_at,0.7245736,0.605,0.0645756,CV709984
Cit.24839.1.S1_at,0.7245736,0.605,-0.6840018,CX642937
Cit.14304.1.S1_at,0.7247379,0.605,0.0772016,CX074605
Cit.7563.1.S1_at,0.7250117,0.606,0.2413877,CX637571
Cit.29764.1.S1_at,0.7250242,0.606,-0.0497067,C22229
Cit.29189.1.S1_at,0.7251889,0.606,0.5234798,CX643326
Cit.6259.1.S1_at,0.7251889,0.606,-0.0541734,CX292521
Cit.14637.1.S1_at,0.725196,0.606,-0.0652783,CF831040
Cit.20998.1.S1_at,0.7252066,0.606,0.0533766,DN795449
Cit.23850.1.S1_at,0.7252334,0.606,-0.2084127,CV707502
Cit.25325.1.S1_at,0.7252411,0.606,0.524929,DN624979
Cit.26550.1.S1_at,0.7252411,0.606,-0.2113445,CN189502
Cit.29583.1.S1_s_at,0.7252411,0.606,0.0420813,CK935003
Cit.15466.1.S1_at,0.7252548,0.606,0.1095821,CV708873
Cit.18095.1.S1_s_at,0.725385,0.606,-0.0336265,DN620502
Cit.24506.1.S1_at,0.7254853,0.606,-0.0971012,CX545900
Cit.36242.1.S1_at,0.7254929,0.606,-0.3444177,CN191734
Cit.25618.1.S1_at,0.7255637,0.606,0.080923,CF828277
Cit.36655.1.S1_at,0.7256264,0.607,0.1834439,CX674609
Cit.628.1.S1_at,0.7256264,0.607,0.4550232,CD575821
Cit.29865.1.S1_at,0.7256264,0.607,-0.0461629,CF419339
Cit.18204.1.S1_at,0.7256873,0.607,-0.0738642,DR403422
Cit.433.1.S1_at,0.7257571,0.607,-0.1086754,CX050062
Cit.24495.1.S1_at,0.7257571,0.607,0.4247915,CX545784
Cit.938.1.S1_at,0.725772,0.607,-0.5312624,CX638753
Cit.17839.1.S1_at,0.7260831,0.607,-0.1089046,CX673273
Cit.16092.1.S1_at,0.7261171,0.607,-0.26959,CX667569
Cit.22162.1.S1_at,0.7261355,0.607,-0.4101601,CX664590
Cit.12289.1.S1_at,0.7261631,0.607,-0.8839656,CV884551
Cit.15640.1.S1_at,0.7261631,0.607,-0.3035208,CX664553
Cit.5781.1.S1_at,0.7261631,0.607,-0.6870458,CX667102
Cit.24100.1.S1_x_at,0.7261631,0.607,0.5482477,CD574965
Cit.27095.1.S1_at,0.7261631,0.607,-0.4715176,CV717802
Cit.7162.1.S1_at,0.7261704,0.607,-0.3364898,CX072834
Cit.35443.1.S1_at,0.7261911,0.607,-0.0964304,CK937144
Cit.32616.1.S1_at,0.7261911,0.607,-0.1539475,CX292743
Cit.24912.1.S1_at,0.7261911,0.607,0.5603783,CX645002
Cit.21234.1.S1_at,0.7262021,0.607,-0.7050081,
Cit.25258.1.S1_x_at,0.7264356,0.608,0.4988193,DN623602
