ID	adj.P.Val	P.Value	logFC	GB_ACC
Cit.6067.1.S1_s_at	0.0379793	1.09e-02	1.2960959	CX663526
Cit.16688.1.S1_s_at	0.0379793	1.09e-02	-0.2308293	CX643645
Cit.13415.1.S1_s_at	0.0379865	1.09e-02	-0.2757667	CN186327
Cit.1986.1.S1_at	0.0379881	1.09e-02	-0.3862222	CK936479
Cit.39123.1.S1_at	0.0379942	1.09e-02	-0.5362123	DN958794
Cit.19298.1.S1_at	0.0380193	1.09e-02	0.3609806	CX306452
Cit.12908.1.S1_s_at	0.0380273	1.09e-02	-0.3330951	CN187926
Cit.31448.1.S1_at	0.0380281	1.09e-02	0.2613133	DN960017
Cit.9818.1.S1_at	0.03803	1.09e-02	-0.2609694	CN183900
Cit.31007.1.S1_at	0.0380363	1.09e-02	-0.6498005	CX663413
Cit.5821.1.S1_at	0.0380363	1.09e-02	-0.4230771	CX544947
Cit.2771.1.S1_s_at	0.0380398	1.09e-02	-0.3379887	CK936835
Cit.4657.1.S1_at	0.0380398	1.09e-02	0.5970282	CD574358
Cit.7312.1.S1_at	0.0380398	1.09e-02	-0.4547213	CX305382
Cit.38359.1.S1_at	0.0380522	1.09e-02	0.4702618	CF507714
Cit.26154.1.S1_at	0.0380522	1.09e-02	-2.7657134	CF838621
Cit.20093.1.S1_x_at	0.0380779	1.09e-02	-0.2638934	CF828092
Cit.5993.1.S1_at	0.0380779	1.09e-02	-0.472885	CV713859
Cit.20455.1.S1_at	0.0380779	1.09e-02	-0.2885328	CX641703
Cit.10345.1.S1_x_at	0.0380779	1.09e-02	-0.2142317	DN620487
Cit.6788.1.S1_at	0.0381052	1.09e-02	-0.4673195	CV718888
Cit.32780.1.S1_at	0.0381501	1.10e-02	-0.3699927	CX294532
Cit.27311.1.S1_at	0.0381529	1.10e-02	-2.0004709	CX070456
Cit.17351.1.S1_at	0.0381921	1.10e-02	-0.3800637	CK740104
Cit.10630.1.S1_at	0.0381921	1.10e-02	0.5294518	DN959570
Cit.17371.1.S1_at	0.0381921	1.10e-02	-0.6340416	CV886254
Cit.11232.1.S1_s_at	0.0382745	1.10e-02	0.7165702	CF837089
Cit.15944.1.S1_x_at	0.0382908	1.10e-02	-3.0068368	CX670803
Cit.15902.1.S1_at	0.0382931	1.10e-02	0.4305708	CX638404
Cit.33826.1.S1_at	0.0382931	1.10e-02	-2.3313756	CX302454
Cit.17150.1.S1_at	0.0382948	1.10e-02	-0.4880156	DN797124
Cit.37176.1.S1_at	0.0383102	1.10e-02	-0.4312938	CF653367
Cit.6896.1.S1_at	0.0383289	1.10e-02	-1.4179892	CD575065
Cit.15661.1.S1_at	0.0383518	1.10e-02	-0.2266958	CX074086
Cit.29825.1.S1_x_at	0.0383576	1.10e-02	-0.3313986	CF505887
Cit.6390.1.S1_at	0.0383666	1.10e-02	-0.2546208	CX671450
Cit.7458.1.S1_s_at	0.0383987	1.10e-02	-0.2254588	CX675909
Cit.32401.1.S1_at	0.0384003	1.10e-02	-0.3356929	CX291100
Cit.25724.1.S1_at	0.0384012	1.11e-02	-0.5650544	CF830881
Cit.29503.1.S1_at	0.038464	1.11e-02	-0.5448629	CF418641
Cit.27369.1.S1_at	0.0384665	1.11e-02	1.2829339	CX071634
Cit.19777.1.S1_at	0.0384787	1.11e-02	-0.5313786	CK937180
Cit.17645.1.S1_x_at	0.038491	1.11e-02	-0.3297574	CF417587
Cit.27945.1.S1_at	0.0385126	1.11e-02	-0.3178941	CX051751
Cit.26801.1.S1_x_at	0.0385384	1.11e-02	0.5884775	CV713820
Cit.4546.1.S1_s_at	0.0385495	1.11e-02	-0.4303946	CV710591
Cit.30561.1.S1_s_at	0.0385513	1.11e-02	0.2591238	DN959836
Cit.14700.1.S1_at	0.0385808	1.11e-02	-0.4372785	CX305469
Cit.1913.1.S1_at	0.0385808	1.11e-02	-3.9075766	CX289891
Cit.13239.1.S1_at	0.0385839	1.11e-02	0.4032706	CX306196
Cit.28143.1.S1_at	0.0385839	1.11e-02	-1.1601472	CX674848
Cit.30238.1.S1_at	0.0385896	1.11e-02	0.3728265	DN795761
Cit.25257.1.S1_s_at	0.0386324	1.11e-02	-0.6510925	DN623588
Cit.6283.1.S1_s_at	0.0386339	1.11e-02	0.8157904	CV707206
Cit.3044.1.S1_at	0.0386339	1.11e-02	-0.8245401	CV716167
Cit.10190.1.S1_at	0.0386513	1.11e-02	-0.3234141	CN184021
Cit.2854.1.S1_at	0.0386522	1.11e-02	-0.5103018	CV719123
Cit.23482.1.S1_at	0.0386607	1.12e-02	-0.2805563	CX674881
Cit.6947.1.S1_at	0.0386607	1.12e-02	-0.311813	DN623895
Cit.4152.1.S1_at	0.038669	1.12e-02	-0.3349237	CX075780
Cit.1369.1.S1_s_at	0.0386792	1.12e-02	-0.3495053	CN182844
Cit.18228.1.S1_at	0.0386798	1.12e-02	-0.3941517	CX306823
Cit.37280.1.S1_at	0.0387103	1.12e-02	0.5593215	BQ624419
Cit.8244.1.S1_at	0.0387255	1.12e-02	0.3255345	CN187531
Cit.28096.1.S1_at	0.0387377	1.12e-02	0.6504451	CX673620
Cit.11987.1.S1_s_at	0.0387984	1.12e-02	-0.3243145	CV705400
Cit.20629.1.S1_at	0.0388295	1.12e-02	-0.3650038	DN796876
Cit.15441.1.S1_at	0.0388511	1.12e-02	-0.2667858	CX076641
Cit.9182.1.S1_s_at	0.0388511	1.12e-02	-0.4851399	CX664249
Cit.11968.1.S1_s_at	0.0388747	1.12e-02	-0.3699306	CF836999
Cit.26623.1.S1_at	0.0388747	1.12e-02	0.3285113	CN191590
Cit.4997.1.S1_at	0.0388976	1.12e-02	-2.096984	CX049603
Cit.30283.1.S1_at	0.0389039	1.12e-02	0.6141302	CX545729
Cit.10485.1.S1_s_at	0.0389133	1.12e-02	-0.2664052	CX663570
Cit.6323.1.S1_at	0.0389503	1.13e-02	1.2902468	CX669248
Cit.11993.1.S1_at	0.0389574	1.13e-02	0.418034	DT214527
Cit.21342.1.S1_s_at	0.0389641	1.13e-02	-0.4488814	DT214421
Cit.4920.1.S1_at	0.0389641	1.13e-02	0.2449414	CX077003
Cit.9429.1.S1_at	0.0389641	1.13e-02	-1.2346543	CN181535
Cit.6955.1.S1_at	0.038983	1.13e-02	-0.3299658	CX072969
Cit.11766.1.S1_s_at	0.0390311	1.13e-02	0.2458322	CX666749
Cit.17442.1.S1_at	0.0390311	1.13e-02	0.3209831	DN798778
Cit.14395.1.S1_s_at	0.0390311	1.13e-02	-0.3088763	CX672519
Cit.18039.1.S1_at	0.0390538	1.13e-02	-0.2700332	DN795579
Cit.31158.1.S1_at	0.0390538	1.13e-02	-0.3690331	CX295074
Cit.16414.1.S1_at	0.0390538	1.13e-02	-0.3833415	CX543612
Cit.19399.1.S1_at	0.0390606	1.13e-02	-0.2257188	CK933862
Cit.18402.1.S1_x_at	0.039085	1.13e-02	0.3316178	CX287012
Cit.27267.1.S1_at	0.0390916	1.13e-02	-2.434491	CX069757
Cit.5686.1.S1_s_at	0.0390939	1.13e-02	-0.4354449	CV715109
Cit.1452.1.S1_at	0.0391009	1.13e-02	-0.6441505	DN619959
Cit.30392.1.S1_at	0.0391083	1.13e-02	0.2281695	CX293675
Cit.23571.1.S1_at	0.0391285	1.13e-02	-0.6828747	DN620928
Cit.11581.1.S1_s_at	0.0391844	1.13e-02	-0.2378782	CB293816
Cit.37414.1.S1_at	0.0391844	1.14e-02	-0.4953849	CO912877
Cit.12589.1.S1_at	0.0391844	1.14e-02	-0.5388688	CX047864
Cit.14787.1.S1_at	0.0392115	1.14e-02	-0.298224	CF832547
Cit.3229.1.S1_at	0.0392142	1.14e-02	-0.381584	CN185306
Cit.23002.1.S1_x_at	0.0392402	1.14e-02	0.5077719	CX046137
Cit.6976.1.S1_at	0.0392649	1.14e-02	0.3460718	DN622273
Cit.2845.1.S1_s_at	0.0393065	1.14e-02	-0.217837	CX046753
Cit.15105.1.S1_at	0.0393494	1.14e-02	-0.3662323	CX071550
Cit.6857.1.S1_x_at	0.0393494	1.14e-02	-0.5116795	CX671024
Cit.1631.1.S1_s_at	0.0393494	1.14e-02	0.2524833	CV707208
Cit.20504.1.S1_x_at	0.0393497	1.14e-02	1.2124823	CX644460
Cit.3734.1.S1_s_at	0.0393687	1.14e-02	0.3023015	CX048869
Cit.7909.1.S1_s_at	0.0393867	1.14e-02	-0.5174247	CV708026
Cit.3230.1.S1_at	0.0394227	1.14e-02	-0.4025759	CF417678
Cit.14818.1.S1_at	0.0394421	1.14e-02	-0.5955002	CX673181
Cit.25379.1.S1_at	0.0394421	1.14e-02	0.4581891	DN625838
Cit.4598.1.S1_s_at	0.039458	1.14e-02	-0.2697623	CX671990
Cit.7132.1.S1_s_at	0.0394627	1.15e-02	-0.3110342	CD574068
Cit.5532.1.S1_at	0.039473	1.15e-02	-0.3034481	CX301326
Cit.14623.1.S1_at	0.0394755	1.15e-02	0.5323891	CV710998
Cit.12778.1.S1_s_at	0.0394755	1.15e-02	-0.3273197	CN185484
Cit.28291.1.S1_at	0.0394755	1.15e-02	0.8143068	DN620224
Cit.16489.1.S1_at	0.0394755	1.15e-02	-1.0285925	CX635681
Cit.25715.1.S1_at	0.0394758	1.15e-02	-1.2145113	CF830674
Cit.39210.1.S1_at	0.0394758	1.15e-02	-2.4013799	DN959471
Cit.11837.1.S1_at	0.0394811	1.15e-02	-0.6252163	CV712730
Cit.35635.1.S1_x_at	0.0394909	1.15e-02	2.7051549	CK939963
Cit.23637.1.S1_x_at	0.0395175	1.15e-02	0.9755778	CV704691
Cit.13099.1.S1_at	0.0395752	1.15e-02	-0.516934	DN617480
Cit.39256.1.S1_at	0.0395752	1.15e-02	-0.2888421	DN959955
Cit.13023.1.S1_at	0.0395752	1.15e-02	0.7127522	CV885659
Cit.15295.1.S1_at	0.0395942	1.15e-02	-0.3300291	CX046177
Cit.33263.1.S1_at	0.0396296	1.15e-02	-0.2347989	CX299107
Cit.5196.1.S1_s_at	0.0396532	1.15e-02	-0.4170411	DN624476
Cit.10859.1.S1_s_at	0.0396708	1.15e-02	-0.3605881	CX050546
Cit.21723.1.S1_at	0.0397077	1.15e-02	2.3392457	CX305211
Cit.22214.1.S1_at	0.0397387	1.16e-02	-0.6777123	CX667127
Cit.16026.1.S1_at	0.0397432	1.16e-02	-2.3428983	DN622611
Cit.40216.1.S1_at	0.0397607	1.16e-02	-0.3057074	DN623153
Cit.39067.1.S1_at	0.0397677	1.16e-02	0.3585395	DN958357
Cit.26175.1.S1_at	0.0397816	1.16e-02	-0.4508312	CN181928
Cit.6886.1.S1_s_at	0.0397872	1.16e-02	-0.3351731	CN189820
Cit.12797.1.S1_s_at	0.0398033	1.16e-02	-0.3342569	CX046075
Cit.27476.1.S1_at	0.0398462	1.16e-02	0.6575701	CX073637
Cit.29867.1.S1_s_at	0.0399037	1.16e-02	-0.2201649	CB610770
Cit.21141.1.S1_s_at	0.0399256	1.16e-02	-0.3583794	DN799230
Cit.13726.1.S1_at	0.0399256	1.16e-02	0.2507809	CV886199
Cit.22387.1.S1_at	0.0399302	1.16e-02	-0.4008286	CB290453
Cit.19009.1.S1_at	0.039933	1.16e-02	-1.9003535	CX301982
Cit.18593.1.S1_s_at	0.0399823	1.16e-02	-0.9413702	CX297546
Cit.33717.1.S1_at	0.0399854	1.16e-02	-0.3970855	CX301978
Cit.17460.1.S1_at	0.0399854	1.16e-02	-0.2804963	CK937040
Cit.29619.1.S1_s_at	0.040014	1.17e-02	0.3156556	CV707668
Cit.22569.1.S1_s_at	0.0400221	1.17e-02	-0.417987	CF834176
Cit.4429.1.S1_at	0.0400221	1.17e-02	0.7742953	CF832466
Cit.21455.1.S1_at	0.0400271	1.17e-02	-0.6498064	
Cit.597.1.S1_at	0.0400323	1.17e-02	-0.5146518	CX667188
Cit.18349.1.S1_at	0.0400827	1.17e-02	-0.8720933	CB610743
Cit.6000.1.S1_at	0.0400863	1.17e-02	-0.4374508	CX667004
Cit.21907.1.S1_s_at	0.0401118	1.17e-02	-0.2850574	CB305094
Cit.32321.1.S1_at	0.0401118	1.17e-02	1.1739761	CX290603
Cit.24724.1.S1_x_at	0.0401118	1.17e-02	-1.0964013	CX638905
Cit.7804.1.S1_at	0.0401178	1.17e-02	0.4300694	CX305057
Cit.26917.1.S1_at	0.0401178	1.17e-02	0.2656156	CV715651
Cit.16103.1.S1_at	0.040137	1.17e-02	0.2455222	CV718250
Cit.2150.1.S1_s_at	0.040137	1.17e-02	-0.2274475	CF830080
Cit.38142.1.S1_at	0.040137	1.17e-02	-0.3470847	CF505863
Cit.9112.1.S1_s_at	0.040137	1.17e-02	-0.2229849	CV886204
Cit.24163.1.S1_s_at	0.0401666	1.17e-02	0.4044046	CD575247
Cit.28823.1.S1_at	0.040193	1.17e-02	-0.2896182	CX542743
Cit.50.1.S1_s_at	0.040193	1.17e-02	-0.2118398	CB291580
Cit.24865.1.S1_s_at	0.040193	1.17e-02	-0.2896696	CX643521
Cit.18317.1.S1_at	0.0401973	1.17e-02	-0.2703279	CK933965
Cit.24970.1.S1_at	0.040264	1.18e-02	-0.2396506	DN959656
Cit.12411.1.S1_s_at	0.0402805	1.18e-02	0.2541812	DN960244
Cit.40439.1.S1_at	0.0402815	1.18e-02	0.2919513	
Cit.21000.1.S1_at	0.0402972	1.18e-02	-0.279469	DN795467
Cit.2621.1.S1_at	0.040317	1.18e-02	-0.2810052	CX043699
Cit.7934.1.S1_at	0.0403672	1.18e-02	-0.4622115	CX643355
Cit.5771.1.S1_at	0.0404005	1.18e-02	-0.2806905	DT214598
Cit.29925.1.S1_at	0.0404056	1.18e-02	0.3371843	CN184748
Cit.15371.1.S1_at	0.0404292	1.18e-02	-0.2192743	DN624715
Cit.38248.1.S1_at	0.0404383	1.18e-02	-0.2429399	CF506769
Cit.24105.1.S1_at	0.0404388	1.18e-02	-0.5265872	CD573793
Cit.38203.1.S1_at	0.0404518	1.18e-02	-0.2832179	CF506368
Cit.24653.1.S1_s_at	0.040484	1.18e-02	0.2535558	CX636987
Cit.13072.1.S1_at	0.0405085	1.18e-02	-0.2839518	DN619857
Cit.29941.1.S1_at	0.0405085	1.18e-02	-0.3606909	CO913096
Cit.26192.1.S1_at	0.0405219	1.19e-02	-0.3250695	CN182513
Cit.3905.1.S1_at	0.0405219	1.19e-02	-1.1883119	CX669779
Cit.31835.1.S1_at	0.0405439	1.19e-02	-0.8332069	AU300697
Cit.5359.1.S1_s_at	0.0405509	1.19e-02	-0.3044057	CX069518
Cit.20268.1.S1_at	0.0405729	1.19e-02	-0.2360096	CX069983
Cit.28865.1.S1_at	0.0406068	1.19e-02	0.5533927	CX544117
Cit.25828.1.S1_s_at	0.0406258	1.19e-02	-0.2944904	CB291970
Cit.10529.1.S1_s_at	0.0406285	1.19e-02	-0.4594844	CX078058
Cit.5939.1.S1_s_at	0.0406425	1.19e-02	-0.2985475	CN188714
Cit.29323.1.S1_s_at	0.0406465	1.19e-02	0.2883294	CK933990
Cit.29504.1.S1_s_at	0.0406495	1.19e-02	0.3200203	CX295072
Cit.8544.1.S1_x_at	0.0406753	1.19e-02	0.4784327	CK936730
Cit.25544.1.S1_at	0.0406812	1.19e-02	2.4594739	CX669076
Cit.10469.1.S1_s_at	0.0406968	1.19e-02	-0.2812951	CF835068
Cit.17912.1.S1_at	0.0407038	1.19e-02	0.48258	CX298570
Cit.2013.1.S1_at	0.0407283	1.19e-02	-0.2782403	CX298745
Cit.30213.1.S1_at	0.0407706	1.20e-02	0.456422	C22086
Cit.4841.1.S1_s_at	0.0407706	1.20e-02	0.2435441	CN187835
Cit.1770.1.S1_at	0.0407744	1.20e-02	1.3561959	CB292558
Cit.14580.1.S1_at	0.0407843	1.20e-02	0.2925465	CV712576
Cit.29617.1.S1_s_at	0.0408121	1.20e-02	0.3304519	CF508014
Cit.20393.1.S1_s_at	0.0408161	1.20e-02	0.4643387	CX636683
Cit.26651.1.S1_at	0.0408244	1.20e-02	0.2528544	CX043501
Cit.16342.1.S1_at	0.0409021	1.20e-02	0.5524544	CV710792
Cit.28394.1.S1_s_at	0.0409021	1.20e-02	0.340459	CV706169
Cit.6216.1.S1_s_at	0.0409136	1.20e-02	-0.3801808	CX544212
Cit.11564.1.S1_s_at	0.0409176	1.20e-02	-0.2593198	CX663288
Cit.284.1.S1_at	0.0409418	1.20e-02	-1.3206892	CF834372
Cit.28549.1.S1_s_at	0.0409418	1.20e-02	-0.3024692	CV709459
Cit.28260.1.S1_at	0.0409463	1.20e-02	-0.6443081	DN619372
Cit.27057.1.S1_at	0.0409465	1.20e-02	1.3504687	CV717243
Cit.5389.1.S1_s_at	0.040976	1.20e-02	-0.3577585	CN187929
Cit.1241.1.S1_s_at	0.0409831	1.20e-02	0.4205416	CK939231
Cit.10402.1.S1_s_at	0.0410063	1.20e-02	-0.3297528	CV708798
Cit.21989.1.S1_at	0.0410128	1.20e-02	-0.3687791	DN622724
Cit.20263.1.S1_s_at	0.0410128	1.20e-02	0.3355264	CV718965
Cit.16828.1.S1_at	0.0410643	1.21e-02	0.2353144	CX665648
Cit.5387.1.S1_at	0.0410648	1.21e-02	-0.4931409	DN624152
Cit.11929.1.S1_at	0.0410672	1.21e-02	0.4087429	CX077564
Cit.7595.1.S1_at	0.0410779	1.21e-02	-1.5380961	CV710988
Cit.11424.1.S1_s_at	0.0410845	1.21e-02	-0.3095326	CN188100
Cit.19039.1.S1_at	0.0410917	1.21e-02	-2.3541392	CX302101
Cit.8270.1.S1_s_at	0.0410968	1.21e-02	-0.2511996	CX043795
Cit.13752.1.S1_at	0.0411088	1.21e-02	-0.376438	CB292107
Cit.23215.1.S1_at	0.0411528	1.21e-02	-0.9025444	CX077002
Cit.24953.1.S1_at	0.0411528	1.21e-02	-0.7529247	DN957669
Cit.22346.1.S1_at	0.0411539	1.21e-02	-0.3363217	CF830579
Cit.16697.1.S1_at	0.0411596	1.21e-02	0.7119584	CV711094
Cit.2375.1.S1_s_at	0.0411596	1.21e-02	-0.3210651	CX048267
Cit.2226.1.S1_s_at	0.0411899	1.21e-02	-0.2490768	CX637506
Cit.23966.1.S1_at	0.0411922	1.21e-02	-0.4079144	CV710050
Cit.7089.1.S1_at	0.0411929	1.21e-02	-0.3811651	CX305742
Cit.13203.1.S1_at	0.0411963	1.21e-02	-0.3540346	CX072489
Cit.4280.1.S1_s_at	0.0412459	1.21e-02	-0.3149612	BQ625044
Cit.14527.1.S1_s_at	0.0412522	1.21e-02	-0.3451381	CX674308
Cit.15417.1.S1_at	0.0412522	1.21e-02	-0.2288875	DN958891
Cit.13679.1.S1_at	0.0412604	1.21e-02	0.2260673	CK933268
Cit.9319.1.S1_at	0.0412604	1.21e-02	0.3593433	CX069702
Cit.29882.1.S1_at	0.0412657	1.22e-02	-0.3653313	CF417959
Cit.38059.1.S1_at	0.0412681	1.22e-02	0.9190581	CF505126
Cit.10554.1.S1_s_at	0.0412821	1.22e-02	-0.2061216	CX074109
Cit.31531.1.S1_at	0.0413029	1.22e-02	-0.5454063	CF504662
Cit.17357.1.S1_s_at	0.0413597	1.22e-02	-0.2540266	CX640416
Cit.7088.1.S1_at	0.041371	1.22e-02	-0.3682244	CN182669
Cit.18212.1.S1_at	0.041371	1.22e-02	0.2786436	CX300269
Cit.1500.1.S1_x_at	0.0414131	1.22e-02	-0.4077405	DN135168
Cit.19447.1.S1_at	0.0414132	1.22e-02	-0.4174053	CK933381
Cit.24100.1.S1_s_at	0.0414256	1.22e-02	-0.3864919	CD574965
Cit.10171.1.S1_x_at	0.0414372	1.22e-02	-0.309741	CX675412
Cit.16834.1.S1_at	0.0414497	1.22e-02	-0.2434826	CN184872
Cit.4963.1.S1_s_at	0.0414497	1.22e-02	0.2610964	CV713245
Cit.33907.1.S1_at	0.0414497	1.22e-02	-0.5113005	CX302882
Cit.24425.1.S1_x_at	0.0414497	1.22e-02	-2.1926184	CX544527
Cit.24496.1.S1_s_at	0.0414498	1.22e-02	-0.2141535	CX545792
Cit.5542.1.S1_at	0.0414515	1.22e-02	-0.30142	CF834323
Cit.17401.1.S1_at	0.0414522	1.22e-02	-0.2929373	CK740035
Cit.16127.1.S1_at	0.0414583	1.22e-02	0.3258829	CN183572
Cit.5563.1.S1_s_at	0.041493	1.22e-02	0.2473108	CX674949
Cit.10165.1.S1_s_at	0.041493	1.22e-02	-0.4978262	CX664619
Cit.11908.1.S1_at	0.0415008	1.22e-02	-0.3200207	CV715700
Cit.21417.1.S1_at	0.0415574	1.23e-02	0.6715171	
Cit.17191.1.S1_at	0.0416227	1.23e-02	0.7139837	CX043642
Cit.5037.1.S1_at	0.0416265	1.23e-02	-0.439081	CD573797
Cit.16297.1.S1_s_at	0.0417035	1.23e-02	-0.3677784	CX043783
Cit.19653.1.S1_at	0.0417035	1.23e-02	-0.2167403	CK938519
Cit.20952.1.S1_at	0.0417336	1.23e-02	0.5645625	DN795136
Cit.25592.1.S1_s_at	0.0417909	1.23e-02	0.3586077	CX670651
Cit.18495.1.S1_s_at	0.0417914	1.23e-02	0.3373742	CX293198
Cit.20195.1.S1_at	0.0417914	1.23e-02	-0.4518052	CN186690
Cit.3278.1.S1_at	0.0418185	1.24e-02	-0.7485117	CK936065
Cit.26821.1.S1_at	0.0418508	1.24e-02	-0.7101136	CV714133
Cit.40516.1.S1_at	0.0418677	1.24e-02	-0.8183093	
Cit.33079.1.S1_at	0.0418978	1.24e-02	0.6503746	CX297042
Cit.26507.1.S1_at	0.0419058	1.24e-02	0.2706597	CN188503
Cit.27389.1.S1_at	0.0419171	1.24e-02	0.5650196	CX072036
Cit.37091.1.S1_s_at	0.0419199	1.24e-02	0.2642121	CX641152
Cit.6588.1.S1_at	0.0419314	1.24e-02	-0.2664428	CN192023
Cit.15801.1.S1_at	0.0419622	1.24e-02	-0.5290885	CX642406
Cit.29981.1.S1_at	0.0419622	1.24e-02	-0.5093481	CF508432
Cit.281.1.S1_x_at	0.0419631	1.24e-02	0.969942	CF833037
Cit.5292.1.S1_s_at	0.0419684	1.24e-02	0.2069792	CB293841
Cit.22597.1.S1_x_at	0.0419684	1.24e-02	-0.5046487	CF835697
Cit.7951.1.S1_at	0.0419931	1.24e-02	-1.2959059	CX638970
Cit.19947.1.S1_at	0.041994	1.24e-02	-0.5650423	CK935216
Cit.24094.1.S1_at	0.0419947	1.24e-02	-0.2721366	CD574938
Cit.15100.1.S1_at	0.0420483	1.24e-02	-0.7272929	CK934071
Cit.4622.1.S1_s_at	0.0421624	1.25e-02	-0.5349765	CX051857
Cit.36161.1.S1_at	0.0421904	1.25e-02	0.6236225	CV887084
Cit.10210.1.S1_s_at	0.0421922	1.25e-02	-0.251913	CN190047
Cit.4928.1.S1_at	0.0422098	1.25e-02	0.6304252	CX667516
Cit.28046.1.S1_at	0.0422305	1.25e-02	-2.7725968	CX672557
Cit.20248.1.S1_at	0.0422305	1.25e-02	-0.2972676	CV716227
Cit.27422.1.S1_s_at	0.042233	1.25e-02	0.5458654	CX072693
Cit.6956.1.S1_at	0.042233	1.25e-02	-1.7714972	CV719669
Cit.18087.1.S1_s_at	0.0422406	1.25e-02	-0.2760934	DN958988
Cit.6015.1.S1_at	0.0422406	1.25e-02	-1.7857864	CF829111
Cit.8427.1.S1_s_at	0.0422406	1.25e-02	-0.4149865	CB293713
Cit.12475.1.S1_at	0.0422492	1.25e-02	-0.3050948	CX640275
Cit.21711.1.S1_at	0.0422539	1.25e-02	2.6518606	CX305088
Cit.34117.1.S1_at	0.042297	1.25e-02	-0.6491702	CX304582
Cit.16294.1.S1_at	0.042297	1.25e-02	-0.4648237	CX291134
Cit.4521.1.S1_s_at	0.042297	1.25e-02	0.2968104	CF837170
Cit.15566.1.S1_at	0.0423281	1.26e-02	2.4098584	CV885132
Cit.11662.1.S1_at	0.0423281	1.26e-02	0.3695397	CX045037
Cit.26274.1.S1_at	0.0423286	1.26e-02	-0.3725226	CN184690
Cit.10996.1.S1_at	0.0423848	1.26e-02	-3.0411466	CN191995
Cit.7096.1.S1_at	0.0424078	1.26e-02	0.2686069	CX673231
Cit.7733.1.S1_s_at	0.0424088	1.26e-02	-0.4452743	CV717860
Cit.13370.1.S1_at	0.0424202	1.26e-02	-1.1904801	CX304872
Cit.3621.1.S1_s_at	0.042433	1.26e-02	-0.3369416	CX052867
Cit.20688.1.S1_s_at	0.042433	1.26e-02	-0.2364826	DN797549
Cit.15548.1.S1_at	0.0424488	1.26e-02	-0.3404785	CB292916
Cit.9540.1.S1_at	0.042458	1.26e-02	0.9779498	CN191062
Cit.12853.1.S1_s_at	0.0424633	1.26e-02	0.6445997	CN185682
Cit.31244.1.S1_at	0.0424662	1.26e-02	-0.2359574	CB290272
Cit.12737.1.S1_s_at	0.0424662	1.26e-02	-0.2535342	CX542752
Cit.25012.1.S1_at	0.0424742	1.26e-02	2.1340379	CX290573
Cit.15683.1.S1_at	0.0424877	1.26e-02	-0.4553964	CX069620
Cit.35221.1.S1_at	0.0425136	1.26e-02	-0.3303452	CK936364
Cit.17331.1.S1_at	0.0425476	1.26e-02	0.6240935	CX303678
Cit.20921.1.S1_at	0.0425565	1.26e-02	-0.5035592	
Cit.16343.1.S1_at	0.0425852	1.27e-02	1.0673358	CX051784
Cit.19474.1.S1_s_at	0.0425931	1.27e-02	-0.5584888	CK933108
Cit.10661.1.S1_s_at	0.0426054	1.27e-02	-1.1661675	CB291294
Cit.16577.1.S1_at	0.0426116	1.27e-02	0.4844484	CX046600
Cit.35285.1.S1_s_at	0.0426538	1.27e-02	-0.2566041	CK935783
Cit.29782.1.S1_at	0.0426632	1.27e-02	0.4773328	CX670347
Cit.34879.1.S1_at	0.0426993	1.27e-02	-0.6075221	C24282
Cit.15501.1.S1_at	0.0426993	1.27e-02	1.4273573	CX049080
Cit.7847.1.S1_at	0.0427009	1.27e-02	-2.789257	CX637912
Cit.8362.1.S1_s_at	0.0427009	1.27e-02	0.2144121	CX637094
Cit.25910.1.S1_x_at	0.042705	1.27e-02	-1.1674021	CB293330
Cit.17050.1.S1_at	0.0427064	1.27e-02	-0.671649	CX675384
Cit.33779.1.S1_at	0.0427131	1.27e-02	-2.4221408	CX302257
Cit.27971.1.S1_s_at	0.0427131	1.27e-02	0.4330974	CX053014
Cit.39234.1.S1_s_at	0.0427639	1.27e-02	-0.3924569	DN959649
Cit.38937.1.S1_at	0.0427767	1.27e-02	-0.365967	DN797547
Cit.26404.1.S1_at	0.042788	1.27e-02	-0.4531655	CN185783
Cit.22615.1.S1_x_at	0.0427907	1.27e-02	-0.4725313	CF836200
Cit.13533.1.S1_at	0.0427907	1.27e-02	-0.613375	CX543615
Cit.29373.1.S1_s_at	0.0427951	1.27e-02	-0.4516547	CK934765
Cit.3402.1.S1_s_at	0.0428087	1.28e-02	-0.264298	CF832148
Cit.23819.1.S1_at	0.0428087	1.28e-02	-1.8951131	CV706988
Cit.25596.1.S1_s_at	0.0428103	1.28e-02	-0.3400185	CX670783
Cit.13997.1.S1_at	0.0428103	1.28e-02	-0.8875089	CV708756
Cit.24015.1.S1_x_at	0.0428103	1.28e-02	-1.0272817	CV711510
Cit.25538.1.S1_at	0.0428104	1.28e-02	1.8757774	CX669012
Cit.30019.1.S1_at	0.0428104	1.28e-02	-2.5239411	CF418573
Cit.13098.1.S1_at	0.0428104	1.28e-02	-0.7432928	CD575378
Cit.30897.1.S1_s_at	0.0428162	1.28e-02	-0.833379	CV717775
Cit.39631.1.S1_s_at	0.042835	1.28e-02	-0.2389366	DN799237
Cit.26668.1.S1_s_at	0.042835	1.28e-02	0.498526	CX044110
Cit.28223.1.S1_at	0.0428928	1.28e-02	-1.7781766	DN618519
Cit.14850.1.S1_s_at	0.0429531	1.28e-02	0.2355502	CV719678
